,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00014209,2844.02217933499,0.0449322689298923,0.0883386841538283,0.136495556068749,0.663563957722542
WBGene00014210,61.005726090927,-0.0475532972363924,0.0841709834848322,0.190879284415281,0.663563957722542
WBGene00014213,1333.72617952865,0.0290903152963378,0.041254337769828,0.41405253338849,0.727304979263552
WBGene00014214,213.032756317722,-0.0777698127566154,0.0868882295796841,0.100977317292171,0.663563957722542
WBGene00014215,929.340615949963,0.00241891374308166,0.065643213259817,0.946840338454225,0.976832024722609
WBGene00014218,5365.52889092445,0.102047899725705,0.102433675112528,0.0553599759674236,0.649047994100828
WBGene00014219,3263.62802892462,0.0410764227977763,0.0862258083133447,0.228285048915307,0.663563957722542
WBGene00014220,161.635834444513,0.0396254357790213,0.0834745809437427,0.209832857006329,0.663563957722542
WBGene00014221,1603.96047541609,0.0299676280698184,0.0786689584073671,0.251878098682681,0.663563957722542
WBGene00014222,1257.7284632751,0.0302387790841356,0.0806508190477924,0.25810561574761,0.663563957722542
WBGene00014223,291.175402092537,-0.00676454798877519,0.0764513049365079,0.674596398743757,0.867850089592282
WBGene00014224,889.527332368914,0.0728318453330922,0.0798631380396802,0.119516975686787,0.663563957722542
WBGene00014225,65.7478429554964,-0.0134073212094999,0.0775372351653737,0.423011961786395,0.732181180880001
WBGene00014226,451.393607764893,0.0238672709761922,0.0769473160163945,0.390730655733238,0.711533029512911
WBGene00014227,1554.52917296795,0.0528921508584837,0.0879368277684227,0.169179973086081,0.663563957722542
WBGene00014228,1180.31584540918,0.0311483023714476,0.0815057597078296,0.250680993729504,0.663563957722542
WBGene00014229,463.898466268506,-0.00549986623902775,0.0761151202041996,0.744789243984586,0.894645589068947
WBGene00014230,2127.59240685459,0.0233358099552417,0.0780594013088818,0.351145647475158,0.687592404242688
WBGene00014232,3833.55151272939,0.0287814320093318,0.0793313726420382,0.268399021178287,0.663563957722542
WBGene00014233,569.295681793002,-0.0640386185387185,0.0947105262223937,0.119626671459125,0.663563957722542
WBGene00014234,1655.31766929622,0.0203624537013015,0.0765577280020965,0.418170675358777,0.730763923814908
WBGene00014238,656.186400963355,-0.00377021112728086,0.0764688866168714,0.798155978920583,0.916600063711423
WBGene00014239,199.817054058167,-0.00394691117502746,0.0759645887543938,0.809354837567439,0.919931440514432
WBGene00014240,708.96860272808,-0.0143181597613277,0.0774076245472499,0.432058260484545,0.738642647921824
WBGene00014241,102.279481895049,-0.00216882544594992,0.0758365382371967,0.897012609345129,0.957747838102872
WBGene00014243,6998.44022914033,0.0377514163551737,0.0803434191471928,0.298574052412125,0.663586321802158
WBGene00014244,1265.51516603448,-0.0509572536101581,0.0773240064225293,0.218139199717119,0.663563957722542
WBGene00014245,49.1740935964602,-0.484483438665068,0.377134844086963,0.00418841266343848,0.195927760162189
WBGene00014246,269.701987420754,-0.0161477782732209,0.0744363883431764,0.548613020110404,0.814440558563234
WBGene00014247,1000.90058809839,-0.00814058520007981,0.0752918968097746,0.69399533456993,0.874991069233831
WBGene00014249,6105.41146126506,0.0684825504632738,0.038471002482715,0.0414532972835417,0.592068610791568
WBGene00014250,2651.29994634486,0.0249634279385438,0.07922164322938,0.317946833102775,0.668589723728877
WBGene00014251,707.61585120238,-0.0219596657117207,0.0739793537671243,0.476589280591633,0.770470351586254
WBGene00014252,2413.82513627929,-0.0516454808058276,0.0778260005893263,0.21170044540739,0.663563957722542
WBGene00014253,3337.8265504361,-0.0377964201826788,0.0769867513125929,0.24418874397893,0.663563957722542
WBGene00014256,845.954518231729,0.0360515670451727,0.0802982883614763,0.261808155028644,0.663563957722542
WBGene00014258,5226.70486799136,0.0100546262652514,0.0737044702686955,0.697739664955055,0.875961439891948
WBGene00014259,225.434280670137,0.00746049676327569,0.0726350727759225,0.78306186103133,0.910187804784185
WBGene00014261,403.572781872665,-0.0765187762577599,0.0760076341331685,0.105101502763719,0.663563957722542
WBGene00014262,2980.14661760282,0.0014623552183173,0.070016175352209,0.87272858980364,0.948306761872458
WBGene00014294,2396.57602831868,-0.0277713463601932,0.0631841328889318,0.483676057047679,0.774323195678893
WBGene00014300,320.666362165294,-0.171549060957934,0.0969413000782666,0.00729594134897689,0.257716021939441
WBGene00014307,3783.64195011789,-0.0269754132667665,0.0761150114010196,0.383476109851867,0.706198474120852
WBGene00014308,952.182588493388,-0.0484802712332741,0.0652402104498493,0.255266680721134,0.663563957722542
WBGene00014309,24114.873580585,-0.0311531425194946,0.0655139542640644,0.286835829905641,0.663563957722542
WBGene00014375,71.6417118566341,0.000299250446624281,0.0764106904688457,0.985287120621888,0.99377017021639
WBGene00014454,2112.13859812757,-0.017824100660014,0.0780431301686497,0.367304309478586,0.695416027775808
WBGene00014472,1563.48995552883,-0.291210605769822,0.090941762435639,9.1783310633385e-05,0.0186681377574867
WBGene00014492,2131.38555736335,-0.00168646350970626,0.0749178563733199,0.912296992303768,0.963499118910054
WBGene00014505,2715.31015167083,-0.0669398806092066,0.0759840438195557,0.138083052552219,0.663563957722542
WBGene00014516,545.631614062361,0.0702490373681096,0.111852042912986,0.0507350937153759,0.632035036990474
WBGene00014562,202.84941353634,-0.10447885295495,0.101825330352794,0.0511218532180401,0.633669594369232
WBGene00014569,20.3985356697775,0.00639147096520934,0.0761425011296926,0.710376592849226,NA
WBGene00014576,717.311514348832,0.0510560712823102,0.0824975012453893,0.193694791298225,0.663563957722542
WBGene00014613,670.136587113521,0.203716424379045,0.110814610959101,0.0050377610308818,0.212164316527167
WBGene00014641,32.1007984515702,-0.0147215593365784,0.0785986422505506,0.284929953397828,0.663563957722542
WBGene00014643,152.364150150109,0.0195436009981817,0.0768343797116059,0.426129070075938,0.734360147961253
WBGene00014660,54.401625937578,0.0130052617069459,0.0748740972146866,0.594082387721874,0.838080855801372
WBGene00014665,1219.75033868616,-0.00694615019978829,0.0770352134191825,0.621093064228492,0.846899677558086
WBGene00014666,4525.2262663386,-0.0647612012065144,0.101093116341206,0.096448448600727,0.663563957722542
WBGene00014667,7576.30195729646,0.0164712179329133,0.0780240447243412,0.371039558111011,0.697684336578847
WBGene00014669,759.923221817022,-0.0025664325109124,0.0759618694787195,0.8756739019229,0.94906656762597
WBGene00014678,47.7527820031457,-0.00762864453885844,0.0774729746692255,0.510370177202541,0.793128292940332
WBGene00014681,97.4364083549979,-0.00238462936195157,0.077157154513528,0.816440158851632,0.922000633051827
WBGene00014697,368.998028975037,-0.107314645912966,0.145923867051872,0.0375868478646269,0.578962054400994
WBGene00014728,184.501512811137,-0.00113444936032805,0.0774018132407449,0.884988989724295,0.952091267508778
WBGene00014731,16.8857172106362,0.00752309449941963,0.076310189696557,0.659794136077321,NA
WBGene00014746,492.849664340388,0.076014304657841,0.0913439728180354,0.111322444502124,0.663563957722542
